Experiment,v1_mean,v2_mean,zr_mean,a_mean,ndt_mean,sndt_mean,alpha_mean,v1_median,v2_median,zr_median,a_median,ndt_median,sndt_median,alpha_median
1012_class_words_part_2.dat,1.699218573952106,-2.143469564369746,0.6126051812971075,1.0294830312916838,0.38777716731779244,0.017336519516667287,1.5055947567976586,1.7033189900809913,-2.144594708779689,0.6134368098301488,1.0332987987714848,0.38797008981178693,0.016215655483910407,1.5063964932161213
2008_class_pictures_part_2.dat,2.1160836629276005,-1.0739114885034244,0.39098401803126054,0.9342324850289405,0.6268329873722173,0.05495459070712158,1.9453817837153464,2.1171095681328165,-1.0577902655111933,0.38895156349148996,0.9390627326091692,0.6273114792594581,0.056446903616089866,1.9758608936351667
2009_class_pictures_part_1.dat,1.867655809090791,-1.7139271567408494,0.46259802742545186,1.2341479432062583,0.6321793334565593,0.012761980212545751,1.9831556224121694,1.866472990182143,-1.7097717373864119,0.4623277060935106,1.2307566210631062,0.6320189582008813,0.012134341386687675,1.995019440387778
4009_class_words_part_2.dat,2.03593056113108,-1.7393180782058058,0.4627007078736123,1.954240652059946,0.40728719687830267,-0.004376857764921704,1.932048474086254,2.030850901158215,-1.736129106923219,0.4630425381599038,1.939369610868784,0.40864624670734917,-0.004609464884837086,1.9392471827833901
3022_class_pictures_part_1.dat,2.2582145641892057,-2.432452896556556,0.48091016696844074,1.178728766555034,0.5465025907952181,0.02024640239577564,1.961909548244632,2.257127305461843,-2.423039285665736,0.48097111463585807,1.1718829866304996,0.545858580158921,0.01995372699836402,1.9748276004065746
2004_class_pictures_part_2.dat,2.9610830550077245,-4.079697405977802,0.5286960815819314,1.2043415679356795,0.47553727712008653,0.014683953173267178,1.7145826319419621,2.94111620986664,-4.0754136986442155,0.5282274323955092,1.1604997785846387,0.47792008830943844,0.014562341398007425,1.737739094863689
3006_class_pictures_part_2.dat,4.198264302350248,-3.6148983522883826,0.41353977775698214,1.6238926816170565,0.5065082339180742,0.011422502312936548,1.902337848935675,4.203633669719902,-3.624761123641661,0.41221448224739926,1.5747906527261244,0.5092437553278739,0.011466486987099789,1.918938387828258
1019_class_words_part_1.dat,2.6985636798091366,-2.029700595758663,0.4609096858740428,1.666288854018409,0.47205820479593796,-0.00420326777272706,1.9411727962186924,2.6860466401822256,-2.0313199680173355,0.46155454208420277,1.6501277992619756,0.4731419295146822,-0.0035123960240445312,1.948956948649823
3021_class_pictures_part_1.dat,1.91927144735818,-1.1963452722174026,0.5397995041311062,1.2070906235849848,0.5842943501912794,0.05725382218802861,1.9475253561074641,1.9258478797284067,-1.1908704973043753,0.5387749022054171,1.2091632743580694,0.5826251321305926,0.058936734449660806,1.973337557022075
3004_class_words_part_1.dat,3.1664927030730543,-2.4556255056540754,0.3829430688422028,0.9583868743160506,0.4611513409738185,0.021726374251326057,1.8663619714767719,3.1719993560832718,-2.4590999277075594,0.3804848811950615,0.9594885765268515,0.461534877309999,0.021488523409205915,1.8948671328535118
2014_class_pictures_part_1.dat,2.5714875716695813,-2.0007234017195006,0.3952440107217968,1.5713922385980144,0.6366263456346836,0.03927660020972518,1.8808055026848196,2.560437633808176,-1.9930140008330572,0.39391067447863154,1.5473494410538078,0.6378304411811081,0.03736822536575822,1.8979610193680545
4001_class_words_part_1.dat,2.503937020047188,-2.02167612129136,0.45914736443508414,0.9619976837123402,0.4193152185128344,0.013250423018944564,1.9413788140137296,2.4956953699361177,-2.0191483157101144,0.45859463920849886,0.9621559121448123,0.4192611597409944,0.01273247616836165,1.9586182755911081
1012_class_words_part_1.dat,2.2305058717730653,-2.2064301592079962,0.5525185292849425,1.233643991147172,0.49695322491960986,0.037528008913015755,1.8501741679885506,2.2336582402315543,-2.201589773300941,0.5521247334265994,1.2279734839262229,0.4965772075508632,0.03724238643429072,1.8674196953721398
3002_class_words_part_1.dat,2.6755876779985748,-2.283915869780211,0.42892366906925006,1.2707098581818494,0.44582241681009643,0.019452089869072722,1.9152957295212818,2.6779054924554826,-2.2879107315360514,0.4278471631053349,1.2625851764403628,0.4461882099627816,0.01906884558716282,1.9341589275250297
1001_class_pictures_part_1.dat,1.6196641723565177,-2.6356208112941766,0.5018722382185027,1.4103524055918932,0.5526347586093623,-0.0010922332035907555,1.8141497040684813,1.6162713393865265,-2.6288099355798016,0.5008523829754858,1.4001191867351417,0.5532272312912474,-0.0003611549411687148,1.8307399009940244
008_class_words_part_1.dat,2.6220601588801706,-2.2044651247383245,0.5102220750162928,1.493311223474575,0.40868821953777557,-0.0072384730709852,1.946215861229694,2.616267420854468,-2.198320289657842,0.5108723253811569,1.4824371230983981,0.40916301796456767,-0.006153006559673949,1.9551592639326376
2016_class_pictures_part_1.dat,0.9930110975659967,-0.7299611575422756,0.43793658917196776,0.9736260556008653,0.6653533359011587,0.11624124626143872,1.8624177885232511,0.9806111453651928,-0.7196299259888406,0.4346071058199032,0.9931607733495785,0.6656236828494481,0.11652150143586773,1.9156216787326399
013_class_words_part_2.dat,2.985992981667055,-2.408853251847756,0.3976670517414113,0.9151709266793134,0.413288716402736,0.011488173993220961,1.8817818199221321,2.993434307496943,-2.4015688875089616,0.39693855364832076,0.9161573546947401,0.41354310751381784,0.011203958805473674,1.9084278637771015
3025_class_pictures_part_2.dat,2.7272013497149836,-3.0868870913894395,0.4967152662051701,0.9880639119097555,0.513259547435381,0.009460240246035485,1.896962712058805,2.7279863061171294,-3.0791995805273,0.4962920066944003,0.981832012333667,0.5135215679706034,0.00971397735808921,1.9204511347555486
4007_class_pictures_part_1.dat,1.6523175337073648,-2.14517607082618,0.4304431017305585,1.8540114677397919,0.5033544857689952,-0.002248116611546229,1.9053248383837096,1.654144400533921,-2.127142260877833,0.43105450706262377,1.8407302313117972,0.5036184009834161,-0.0012690474894894582,1.9159549871881065
003_class_pictures_part_2.dat,2.6186353255114403,-1.7574903784260454,0.34567043202673753,1.4248164724413364,0.5243178698892462,0.009253350625777826,1.9260719662570072,2.6196648158834694,-1.741796641567221,0.3440657024900533,1.4149168939886854,0.5245550865787575,0.009453445882755748,1.944158921521943
016_class_pictures_part_2.dat,2.66313644823462,-1.9453973242046223,0.45362681502470636,1.753748249308021,0.5072512129535302,-0.006205893809395116,1.9457857150164843,2.648508084821098,-1.9381567248650446,0.4541296988320862,1.7357483644708185,0.5093347487125219,-0.004335260872874294,1.9536756015128045
1005_class_pictures_part_1.dat,2.5432297935566384,-1.7616607713395436,0.5464300641726546,1.008656364307933,0.5892455414281573,0.03537062678788159,1.9541251256867318,2.535863494298229,-1.7522333460487922,0.5463885576894303,1.008983567838258,0.5880653894755669,0.03535477666503918,1.9742245639916416
1025_class_pictures_part_2.dat,2.0490158418737847,-1.5865437419366926,0.49656339313014863,0.8645246866442768,0.5627003551464986,0.03006846532387158,1.8255385116191971,2.0516564861604136,-1.5743020122768425,0.49736238760871787,0.8738331997561357,0.5623092209022802,0.030021728940783567,1.8566159994858087
1021_class_words_part_2.dat,4.047504493858533,-2.6540221863425515,0.45249689186976094,1.2617672871212098,0.42955360600002673,0.008270164032213756,1.9823104285533955,4.059479148342971,-2.6520767058900514,0.4517186690806685,1.2498995060474625,0.43002736070377645,0.007986578761446483,1.9918067833209618
3011_class_pictures_part_2.dat,1.7275693531259737,-0.9220839919166386,0.48739650698999276,1.2526024149981299,0.5054137661808178,0.012844233145539785,1.8823116720400295,1.7232760605817632,-0.9206368319787738,0.4874120753872081,1.2548456936614831,0.5058224306220812,0.01224350498291521,1.901699630091553
